experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont
049_euclidean_algorithms-high-Agent,20260622T085814Z-claude-sonnet-4-6,claude-sonnet-4-6,10,11,13,1,0,15.307692,1,0.000000,0,5.153846,1,3,1,0,0,0.296296,1,0.000000
049_euclidean_algorithms-high-Agent,20260622T090602Z-claude-opus-4-8,claude-opus-4-8,10,2,13,1,0,7.384615,1,2.076923,1,11.538462,1,0,0,0,0,0.000000,0,0.111111
049_euclidean_algorithms-high-Agent,20260626T004422Z-gpt-5.5,gpt-5.5,10,11,13,1,0,9.846154,1,0.000000,0,6.000000,1,0,0,0,0,0.259259,1,0.000000
049_euclidean_algorithms-high-Agent,20260626T005058Z-gpt-5.4,gpt-5.4,10,11,13,1,2,89.846154,1,0.000000,0,70.615385,1,5,1,2,1,0.175926,1,0.000000
049_euclidean_algorithms-high-Agent,20260626T010820Z-gpt-5.4-mini,gpt-5.4-mini,10,11,13,1,0,36.461538,1,0.000000,0,30.230769,1,7,1,3,1,0.438492,1,0.000000
