experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont,S0,S0_never_stopped
017_knapsack_01-high-Agent,20260618T210429Z-gpt-5.5,gpt-5.5,10,11,23,1,0,11.130435,1,0.000000,0,4.434783,1,0,0,0,0,0.379630,1,0.000000,10,1
017_knapsack_01-high-Agent,20260618T211134Z-gpt-5.4,gpt-5.4,10,11,23,1,0,41.173913,1,0.000000,0,20.130435,1,16,1,3,1,0.230688,1,0.000000,10,1
017_knapsack_01-high-Agent,20260618T212337Z-gpt-5.4-mini,gpt-5.4-mini,10,11,23,1,0,16.260870,1,0.000000,0,9.217391,1,12,1,0,0,0.230864,1,0.000000,10,1
017_knapsack_01-high-Agent,20260618T212942Z-claude-sonnet-4-6,claude-sonnet-4-6,10,4,23,1,0,4.739130,1,0.000000,0,2.826087,1,1,1,0,0,0.037037,1,0.000000,4,0
017_knapsack_01-high-Agent,20260618T214602Z-claude-opus-4-8,claude-opus-4-8,10,2,23,1,0,2.782609,1,0.000000,0,2.782609,1,0,0,0,0,0.000000,0,0.000000,2,0
