experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin
027_connected_components-high-Agent,20260620T041731Z-gpt-5.5,gpt-5.5,10,11,66,1,0,15.939394,1,0.000000,0,10.272727,1,4,1,0,0,0.050855,1
027_connected_components-high-Agent,20260620T043121Z-gpt-5.4,gpt-5.4,10,11,66,1,0,20.409091,1,0.000000,0,7.181818,1,6,1,0,0,0.134202,1
027_connected_components-high-Agent,20260620T044530Z-gpt-5.4-mini,gpt-5.4-mini,10,11,66,1,0,9.287879,1,0.000000,0,2.636364,1,0,0,9,1,0.398148,1
027_connected_components-high-Agent,20260620T045438Z-claude-sonnet-4-6,claude-sonnet-4-6,10,1,66,1,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,0
027_connected_components-high-Agent,20260620T045552Z-claude-opus-4-8,claude-opus-4-8,10,1,66,1,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,0
