experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont,S0,S0_never_stopped
018_coin_change-high-Agent,20260618T214919Z-gpt-5.5,gpt-5.5,10,9,29,1,0,2.827586,1,0.137931,1,1.724138,1,0,0,0,0,0.111111,1,0.000000,9,0
018_coin_change-high-Agent,20260618T220605Z-gpt-5.4-mini,gpt-5.4-mini,10,11,29,1,0,20.517241,1,0.000000,0,18.103448,1,7,1,0,0,0.135522,1,0.000000,10,1
018_coin_change-high-Agent,20260618T221713Z-claude-sonnet-4-6,claude-sonnet-4-6,10,7,29,1,0,5.448276,1,0.000000,0,2.068966,1,0,0,0,0,0.000000,0,0.200000,7,0
018_coin_change-high-Agent,20260618T230033Z-claude-opus-4-8,claude-opus-4-8,10,3,29,1,0,2.689655,1,0.000000,0,2.379310,1,0,0,0,0,0.000000,0,0.000000,3,0
018_coin_change-high-Agent,20260619T052446Z-gpt-5.4,gpt-5.4,10,11,29,1,0,25.482759,1,0.000000,0,7.655172,1,12,1,0,0,0.205864,1,0.000000,10,1
