experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin
048_naive_pattern_searching-high-Agent,20260622T082513Z-gpt-5.5,gpt-5.5,10,11,43,1,0,9.837209,1,0.000000,0,5.209302,1,5,1,0,0,0.042735,1
048_naive_pattern_searching-high-Agent,20260622T084646Z-claude-sonnet-4-6,claude-sonnet-4-6,10,5,43,1,0,3.209302,1,0.000000,0,2.139535,1,0,0,0,0,0.111111,1
048_naive_pattern_searching-high-Agent,20260622T085036Z-claude-opus-4-8,claude-opus-4-8,10,2,43,1,0,2.534884,1,2.906977,1,8.348837,1,0,0,0,0,0.000000,0
048_naive_pattern_searching-high-Agent,20260626T001122Z-gpt-5.4,gpt-5.4,10,11,43,1,0,25.093023,1,0.000000,0,12.720930,1,34,1,1,1,0.211897,1
048_naive_pattern_searching-high-Agent,20260626T002746Z-gpt-5.4-mini,gpt-5.4-mini,10,11,43,1,0,10.139535,1,0.000000,0,6.465116,1,2,1,0,0,0.370370,1
