experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin
bubble_sort_Java,20260616T001003Z-claude-sonnet-4-6,claude-sonnet-4-6,20,3,39,1,0,1.435897,1,0.000000,0,1.076923,1,0,0,0,0,0.052632,1
bubble_sort_Java,20260616T001642Z-claude-opus-4-8,claude-opus-4-8,20,2,39,1,0,1.000000,1,0.051282,1,1.102564,1,0,0,0,0,0.000000,0
bubble_sort_Java,20260616T002006Z-claude-haiku-4-5,claude-haiku-4-5,20,2,39,1,0,1.000000,1,0.000000,0,1.000000,1,0,0,0,0,0.000000,0
