experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin
035_insertion_sort-high-Agent,20260620T113751Z-gpt-5.5,gpt-5.5,10,11,36,1,0,4.583333,1,0.000000,0,1.916667,1,0,0,0,0,0.333333,1
035_insertion_sort-high-Agent,20260620T114525Z-gpt-5.4,gpt-5.4,10,11,36,1,0,34.833333,1,0.000000,0,17.361111,1,18,1,2,1,0.220681,1
035_insertion_sort-high-Agent,20260620T120118Z-gpt-5.4-mini,gpt-5.4-mini,10,11,36,1,0,11.777778,1,0.000000,0,4.750000,1,1,1,0,0,0.087037,1
035_insertion_sort-high-Agent,20260620T121221Z-claude-sonnet-4-6,claude-sonnet-4-6,10,7,36,1,0,7.388889,1,4.305556,1,8.111111,1,2,1,0,0,0.077778,1
035_insertion_sort-high-Agent,20260620T123026Z-claude-opus-4-8,claude-opus-4-8,10,4,36,1,0,6.805556,1,16.944444,1,32.638889,1,0,0,0,0,0.000000,0
