experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin
bubble_sort_Java-claude-Agent,20260616T164419Z-claude-haiku-4-5,claude-haiku-4-5,20,21,39,1,0,35.487179,1,0.000000,0,9.615385,1,11,1,0,0,0.141775,1
