experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont
031_articulation_points-high-Agent,20260620T083342Z-gpt-5.5,gpt-5.5,10,11,80,1,0,7.012500,1,0.000000,0,5.575000,1,2,1,0,0,0.194444,1,0.000000
031_articulation_points-high-Agent,20260620T084220Z-gpt-5.4,gpt-5.4,10,11,80,1,0,15.787500,1,0.000000,0,9.287500,1,11,1,0,0,0.089161,1,1.000000
031_articulation_points-high-Agent,20260620T090052Z-gpt-5.4-mini,gpt-5.4-mini,10,11,80,1,0,12.875000,1,0.000000,0,8.637500,1,34,1,0,0,0.416175,1,0.000000
031_articulation_points-high-Agent,20260622T031018Z-claude-sonnet-4-6,claude-sonnet-4-6,10,9,80,1,0,5.262500,1,0.000000,0,5.037500,1,0,0,0,0,0.083333,1,0.333333
031_articulation_points-high-Agent,20260622T181810Z-claude-opus-4-8,claude-opus-4-8,10,11,80,1,0,44.075000,1,0.000000,0,31.450000,1,18,1,0,0,0.063342,1,1.000000
