experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S0,S0_never_stopped,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont
018_coin_change-abvague-Agent,20260706T010539Z-claude-sonnet-4-6,claude-sonnet-4-6,10,11,29,1,0,10,1,7.793103,1,0.000000,0,3.724138,1,1,1,0,0,0.077778,1,0.000000
