experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin
exp-app-Javasript-Temp0.0,20260602T230737Z-gpt-5.5,gpt-5.5,20,21,102,1,0,5.196078,1,0.000000,0,2.313725,1,0,0,0,0,0.000000,0
exp-app-Javasript-Temp0.0,20260602T234854Z-gpt-5.4-mini,gpt-5.4-mini,20,21,102,1,0,9.137255,1,0.000000,0,5.539216,1,10,1,2,1,0.342105,1
