experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont,S0,S0_never_stopped
028_bipartite_graph-high-Agent,20260620T045656Z-gpt-5.5,gpt-5.5,10,11,60,1,0,7.383333,1,0.000000,0,4.300000,1,1,1,0,0,0.296296,1,0.000000,10,1
028_bipartite_graph-high-Agent,20260620T050733Z-gpt-5.4,gpt-5.4,10,11,60,1,0,19.650000,1,0.000000,0,11.016667,1,17,1,1,1,0.138182,1,1.000000,10,1
028_bipartite_graph-high-Agent,20260620T052657Z-gpt-5.4-mini,gpt-5.4-mini,10,11,60,1,0,14.950000,1,0.000000,0,9.966667,1,5,1,0,0,0.104233,1,0.000000,10,1
028_bipartite_graph-high-Agent,20260620T053649Z-claude-sonnet-4-6,claude-sonnet-4-6,10,9,60,1,0,7.583333,1,0.683333,1,5.750000,1,1,1,0,0,0.222222,1,0.666667,9,0
028_bipartite_graph-high-Agent,20260620T054916Z-claude-opus-4-8,claude-opus-4-8,10,4,60,1,0,12.900000,1,37.833333,1,27.416667,1,9,1,0,0,0.074725,1,0.500000,4,0
