experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin
039_bucket_sort-high-Agent,20260620T152809Z-gpt-5.4,gpt-5.4,10,11,52,1,0,17.519231,1,0.000000,0,11.692308,1,27,1,1,1,0.308686,1
039_bucket_sort-high-Agent,20260620T153914Z-gpt-5.4-mini,gpt-5.4-mini,10,7,52,1,0,16.711538,1,9.826923,1,16.884615,1,9,1,18,1,0.155044,1
039_bucket_sort-high-Agent,20260620T155249Z-claude-sonnet-4-6,claude-sonnet-4-6,10,3,52,1,0,0.442308,1,0.000000,0,0.423077,1,0,0,0,0,0.000000,0
039_bucket_sort-high-Agent,20260620T155530Z-claude-opus-4-8,claude-opus-4-8,10,3,52,1,0,5.115385,1,0.000000,0,2.788462,1,0,0,0,0,0.000000,0
039_bucket_sort-high-Agent,20260622T051543Z-gpt-5.5,gpt-5.5,10,11,52,1,0,3.884615,1,0.000000,0,1.692308,1,0,0,0,0,0.277778,1
