experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S0,S0_never_stopped,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont
050_modular_exponentiation-abvague-Agent,20260706T200055Z-claude-sonnet-4-6,claude-sonnet-4-6,10,5,26,1,0,5,0,2.153846,1,8.384615,1,3.307692,1,0,0,0,0,0.083333,1,0.500000
