experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont,S0,S0_never_stopped
021_kmp_pattern_searching-high-Agent,20260619T221256Z-gpt-5.5,gpt-5.5,10,11,61,1,0,15.180328,1,0.000000,0,12.655738,1,1,1,0,0,0.092593,1,0.000000,10,1
021_kmp_pattern_searching-high-Agent,20260619T222848Z-gpt-5.4,gpt-5.4,10,11,61,1,0,22.049180,1,0.000000,0,14.377049,1,7,1,2,1,0.091887,1,0.000000,10,1
021_kmp_pattern_searching-high-Agent,20260619T225102Z-gpt-5.4-mini,gpt-5.4-mini,10,11,61,1,0,18.032787,1,0.000000,0,17.803279,1,19,1,1,1,0.454052,1,0.000000,10,1
021_kmp_pattern_searching-high-Agent,20260619T230335Z-claude-sonnet-4-6,claude-sonnet-4-6,10,9,61,1,0,2.852459,1,0.327869,1,2.196721,1,0,0,0,0,0.111111,1,0.000000,9,0
021_kmp_pattern_searching-high-Agent,20260619T231100Z-claude-opus-4-8,claude-opus-4-8,10,3,61,1,0,2.868852,1,0.000000,0,2.524590,1,1,1,0,0,0.111111,1,0.111111,3,0
