experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont,S0,S0_never_stopped
007_dijkstras_shortest_path-high-Agent,20260618T094506Z-gpt-5.5,gpt-5.5,10,11,70,1,0,21.257143,1,0.000000,0,8.300000,1,6,1,0,0,0.116962,1,0.000000,10,1
007_dijkstras_shortest_path-high-Agent,20260618T095912Z-gpt-5.4,gpt-5.4,10,11,70,1,0,18.557143,1,0.000000,0,13.771429,1,14,1,1,1,0.202965,1,0.000000,10,1
007_dijkstras_shortest_path-high-Agent,20260618T101447Z-gpt-5.4-mini,gpt-5.4-mini,10,11,70,1,0,18.514286,1,0.000000,0,12.271429,1,15,1,0,0,0.244180,1,0.000000,10,1
007_dijkstras_shortest_path-high-Agent,20260618T102904Z-claude-sonnet-4-6,claude-sonnet-4-6,10,6,70,1,0,3.385714,1,1.571429,1,4.171429,1,0,0,0,0,0.018519,1,0.000000,6,0
007_dijkstras_shortest_path-high-Agent,20260618T105903Z-claude-opus-4-8,claude-opus-4-8,10,2,70,1,0,1.900000,1,0.085714,1,2.071429,1,0,0,0,0,0.000000,0,0.200000,2,0
