experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin
025_kruskals_mst-high-Agent,20260620T023736Z-gpt-5.5,gpt-5.5,10,11,67,1,0,6.567164,1,0.000000,0,4.253731,1,2,1,0,0,0.115657,1
025_kruskals_mst-high-Agent,20260620T024703Z-gpt-5.4,gpt-5.4,10,11,67,1,0,16.268657,1,0.000000,0,11.149254,1,25,1,0,0,0.237879,1
025_kruskals_mst-high-Agent,20260620T030159Z-gpt-5.4-mini,gpt-5.4-mini,10,11,67,1,0,14.447761,1,0.000000,0,16.104478,1,11,1,1,1,0.452381,1
025_kruskals_mst-high-Agent,20260620T031539Z-claude-sonnet-4-6,claude-sonnet-4-6,10,11,67,1,0,2.955224,1,0.000000,0,1.820896,1,3,1,0,0,0.166667,1
025_kruskals_mst-high-Agent,20260620T032328Z-claude-opus-4-8,claude-opus-4-8,10,3,67,1,0,3.104478,1,0.000000,0,2.910448,1,0,0,0,0,0.000000,0
