experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin
bubble_sort_Java-Temp0.0-Agent,20260613T024633Z-gpt-5.5,gpt-5.5,20,21,39,1,0,15.128205,1,0.000000,0,5.974359,1,5,1,0,0,0.047368,1
