experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont
050_modular_exponentiation-high-Agent,20260622T091432Z-claude-sonnet-4-6,claude-sonnet-4-6,10,6,0,0,0,92.000000,1,46.000000,1,146.000000,1,0,0,0,0,0.000000,0,0.250000
050_modular_exponentiation-high-Agent,20260622T091917Z-claude-opus-4-8,claude-opus-4-8,10,3,0,0,0,167.000000,1,2.000000,1,167.000000,1,0,0,0,0,0.000000,0,0.222222
050_modular_exponentiation-high-Agent,20260626T012531Z-gpt-5.5,gpt-5.5,10,11,0,0,0,89.000000,1,0.000000,0,40.000000,1,0,0,0,0,0.222222,1,0.000000
050_modular_exponentiation-high-Agent,20260626T013450Z-gpt-5.4,gpt-5.4,10,11,0,0,0,571.000000,1,0.000000,0,244.000000,1,16,1,2,1,0.429630,1,0.000000
050_modular_exponentiation-high-Agent,20260626T014741Z-gpt-5.4-mini,gpt-5.4-mini,10,11,0,0,0,359.000000,1,0.000000,0,234.000000,1,9,1,0,0,0.176543,1,0.000000
