experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont,S0,S0_never_stopped
042_balanced_parentheses-high-Agent,20260620T171316Z-claude-sonnet-4-6,claude-sonnet-4-6,10,4,31,1,0,1.483871,1,0.000000,0,0.967742,1,0,0,0,0,0.000000,0,0.125000,4,0
042_balanced_parentheses-high-Agent,20260620T171620Z-claude-opus-4-8,claude-opus-4-8,10,3,31,1,0,1.838710,1,6.806452,1,12.161290,1,0,0,0,0,0.000000,0,0.142857,3,0
042_balanced_parentheses-high-Agent,20260622T195150Z-gpt-5.5,gpt-5.5,10,11,31,1,0,5.645161,1,0.000000,0,3.064516,1,3,1,0,0,0.435185,1,0.000000,10,1
042_balanced_parentheses-high-Agent,20260622T200039Z-gpt-5.4,gpt-5.4,10,11,31,1,0,26.161290,1,0.000000,0,7.483871,1,28,1,0,0,0.398550,1,0.000000,10,1
042_balanced_parentheses-high-Agent,20260622T201542Z-gpt-5.4-mini,gpt-5.4-mini,10,11,31,1,0,19.258065,1,0.000000,0,11.064516,1,17,1,3,1,0.361783,1,0.000000,10,1
