experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont
029_detect_cycle_directed_graph-high-Agent,20260620T062023Z-gpt-5.5,gpt-5.5,10,11,71,1,0,3.535211,1,0.000000,0,2.225352,1,0,0,0,0,0.222222,1,0.000000
029_detect_cycle_directed_graph-high-Agent,20260620T062632Z-gpt-5.4,gpt-5.4,10,11,71,1,0,15.225352,1,0.000000,0,10.985915,1,3,1,0,0,0.091049,1,0.000000
029_detect_cycle_directed_graph-high-Agent,20260620T063820Z-gpt-5.4-mini,gpt-5.4-mini,10,11,71,1,0,10.056338,1,0.000000,0,5.478873,1,7,1,0,0,0.145422,1,0.000000
029_detect_cycle_directed_graph-high-Agent,20260620T064914Z-claude-sonnet-4-6,claude-sonnet-4-6,10,6,71,1,0,3.690141,1,4.619718,1,9.647887,1,2,1,0,0,0.173280,1,0.250000
029_detect_cycle_directed_graph-high-Agent,20260620T065720Z-claude-opus-4-8,claude-opus-4-8,10,3,71,1,0,3.718310,1,33.788732,1,23.450704,1,15,1,0,0,0.066274,1,0.500000
