experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont,S0,S0_never_stopped
037_counting_sort-high-Agent,20260620T133150Z-gpt-5.5,gpt-5.5,10,11,46,1,0,6.500000,1,0.000000,0,2.000000,1,0,0,0,0,0.374074,1,0.000000,10,1
037_counting_sort-high-Agent,20260620T134156Z-gpt-5.4,gpt-5.4,10,11,46,1,0,15.804348,1,0.000000,0,8.021739,1,7,1,0,0,0.382155,1,0.000000,10,1
037_counting_sort-high-Agent,20260620T135449Z-gpt-5.4-mini,gpt-5.4-mini,10,11,46,1,0,14.347826,1,0.000000,0,9.782609,1,12,1,2,1,0.161310,1,0.000000,10,1
037_counting_sort-high-Agent,20260620T140638Z-claude-sonnet-4-6,claude-sonnet-4-6,10,5,46,1,0,4.652174,1,0.000000,0,4.239130,1,0,0,0,0,0.000000,0,0.142857,5,0
037_counting_sort-high-Agent,20260620T141208Z-claude-opus-4-8,claude-opus-4-8,10,4,46,1,0,4.695652,1,0.000000,0,5.152174,1,0,0,0,0,0.000000,0,0.222222,4,0
