experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin
bubble_sort_Java-Temp0.0,20260603T000439Z-gpt-5.5,gpt-5.5,20,21,39,1,0,9.589744,1,0.000000,0,7.538462,1,4,1,0,0,0.092105,1
bubble_sort_Java-Temp0.0,20260603T001613Z-gpt-5.4-mini,gpt-5.4-mini,20,21,39,1,0,13.923077,1,0.000000,0,9.076923,1,2,1,2,1,0.271930,1
bubble_sort_Java-Temp0.0,20260612T210252Z-gpt-5.4,gpt-5.4,20,21,39,1,0,23.871795,1,0.000000,0,12.102564,1,22,1,5,1,0.351823,1
