experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont,S0,S0_never_stopped
001_binary_search-high-Agent,20260618T024504Z-gpt-5.5,gpt-5.5,10,11,29,1,0,14.137931,1,0.000000,0,8.103448,1,0,0,0,0,0.229630,1,0.000000,10,1
001_binary_search-high-Agent,20260618T025500Z-gpt-5.4,gpt-5.4,10,11,29,1,0,9.551724,1,0.000000,0,3.965517,1,1,1,1,1,0.481481,1,0.000000,10,1
001_binary_search-high-Agent,20260618T030245Z-gpt-5.4-mini,gpt-5.4-mini,10,11,29,1,0,19.655172,1,0.000000,0,11.241379,1,5,1,0,0,0.191005,1,0.000000,10,1
001_binary_search-high-Agent,20260618T031405Z-claude-sonnet-4-6,claude-sonnet-4-6,10,2,29,1,0,2.000000,1,0.000000,0,2.000000,1,0,0,0,0,0.000000,0,0.000000,2,0
001_binary_search-high-Agent,20260618T041019Z-claude-opus-4-8,claude-opus-4-8,10,2,29,1,0,1.275862,1,0.000000,0,1.275862,1,0,0,0,0,0.000000,0,0.000000,2,0
