experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont
022_rabin_karp-high-Agent,20260619T231727Z-gpt-5.5,gpt-5.5,10,11,67,1,0,7.611940,1,0.000000,0,4.298507,1,4,1,0,0,0.311728,1,0.000000
022_rabin_karp-high-Agent,20260619T232734Z-gpt-5.4,gpt-5.4,10,11,67,1,0,13.089552,1,0.000000,0,4.268657,1,18,1,5,1,0.344965,1,0.000000
022_rabin_karp-high-Agent,20260619T234217Z-gpt-5.4-mini,gpt-5.4-mini,10,11,67,1,0,13.731343,1,0.000000,0,11.119403,1,7,1,1,1,0.143563,1,0.000000
022_rabin_karp-high-Agent,20260619T235204Z-claude-sonnet-4-6,claude-sonnet-4-6,10,5,67,1,0,3.567164,1,0.000000,0,2.507463,1,1,1,0,0,0.018519,1,0.142857
022_rabin_karp-high-Agent,20260619T235936Z-claude-opus-4-8,claude-opus-4-8,10,2,67,1,0,2.865672,1,0.179104,1,3.223881,1,0,0,0,0,0.000000,0,0.125000
