experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont,S0,S0_never_stopped
013_binary_search_tree_searching-high-Agent,20260618T162153Z-gpt-5.5,gpt-5.5,10,11,40,1,0,7.850000,1,0.000000,0,6.925000,1,1,1,0,0,0.488889,1,0.000000,10,1
013_binary_search_tree_searching-high-Agent,20260618T163219Z-gpt-5.4,gpt-5.4,10,11,40,1,0,19.925000,1,0.000000,0,7.100000,1,24,1,1,1,0.275772,1,0.000000,10,1
013_binary_search_tree_searching-high-Agent,20260618T164506Z-gpt-5.4-mini,gpt-5.4-mini,10,11,40,1,0,7.575000,1,0.000000,0,2.075000,1,3,1,1,1,0.490741,1,1.000000,10,1
013_binary_search_tree_searching-high-Agent,20260618T165244Z-claude-sonnet-4-6,claude-sonnet-4-6,10,11,40,1,0,12.975000,1,0.000000,0,3.625000,1,0,0,0,0,0.148148,1,0.000000,10,1
013_binary_search_tree_searching-high-Agent,20260618T171818Z-claude-opus-4-8,claude-opus-4-8,10,3,40,1,0,2.650000,1,7.250000,1,15.175000,1,0,0,0,0,0.000000,0,0.555556,3,0
