experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont
008_disjoint_set_union_find-high-Agent,20260618T110405Z-gpt-5.5,gpt-5.5,10,11,40,1,0,12.625000,1,0.000000,0,4.950000,1,2,1,0,0,0.141534,1,0.000000
008_disjoint_set_union_find-high-Agent,20260618T111613Z-gpt-5.4,gpt-5.4,10,11,40,1,0,13.275000,1,0.000000,0,10.325000,1,0,0,0,0,0.286111,1,0.000000
008_disjoint_set_union_find-high-Agent,20260618T112815Z-gpt-5.4-mini,gpt-5.4-mini,10,11,40,1,0,15.750000,1,0.000000,0,13.700000,1,4,1,2,1,0.275926,1,0.000000
008_disjoint_set_union_find-high-Agent,20260618T113855Z-claude-sonnet-4-6,claude-sonnet-4-6,10,11,40,1,0,17.275000,1,0.000000,0,5.100000,1,3,1,0,0,0.169719,1,1.000000
008_disjoint_set_union_find-high-Agent,20260618T120608Z-claude-opus-4-8,claude-opus-4-8,10,2,40,1,0,3.200000,1,0.000000,0,3.200000,1,0,0,0,0,0.000000,0,0.100000
