experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin
019_matrix_chain_multiplication-high-Agent,20260618T230442Z-gpt-5.5,gpt-5.5,10,11,34,1,0,13.352941,1,0.000000,0,6.294118,1,1,1,0,0,0.283774,1
019_matrix_chain_multiplication-high-Agent,20260618T231403Z-gpt-5.4,gpt-5.4,10,11,34,1,0,28.029412,1,0.000000,0,14.882353,1,9,1,0,0,0.115348,1
019_matrix_chain_multiplication-high-Agent,20260618T232728Z-gpt-5.4-mini,gpt-5.4-mini,10,11,34,1,0,26.970588,1,0.000000,0,13.588235,1,9,1,0,0,0.217901,1
019_matrix_chain_multiplication-high-Agent,20260618T233927Z-claude-sonnet-4-6,claude-sonnet-4-6,10,11,34,1,0,24.323529,1,0.000000,0,13.500000,1,8,1,0,0,0.199471,1
019_matrix_chain_multiplication-high-Agent,20260619T001029Z-claude-opus-4-8,claude-opus-4-8,10,2,34,1,0,6.352941,1,3.647059,1,13.647059,1,0,0,0,0,0.000000,0
