experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S0,S0_never_stopped,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont
036_heap_sort-abvague-Agent,20260706T103138Z-claude-sonnet-4-6,claude-sonnet-4-6,10,9,52,1,0,9,0,16.557692,1,0.000000,0,13.653846,1,8,1,2,1,0.121549,1,0.000000
