experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S0,S0_never_stopped,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont
G005_termux-high-Agent,20260628T155758Z-gpt-5.5,gpt-5.5,10,11,44910,1,0,10,1,0.026408,1,0.000000,0,0.011178,1,5,1,0,0,0.092593,1,0.000000
G005_termux-high-Agent,20260628T161906Z-gpt-5.4,gpt-5.4,10,11,44910,1,0,10,1,0.064685,1,0.000000,0,0.034580,1,6,1,0,0,0.079196,1,1.000000
G005_termux-high-Agent,20260628T170833Z-gpt-5.4-mini,gpt-5.4-mini,10,11,44910,1,0,10,1,0.181274,1,0.000000,0,0.096170,1,0,0,0,0,0.211519,1,0.000000
G005_termux-high-Agent,20260629T164201Z-claude-opus-4-8,claude-opus-4-8,10,11,44910,1,0,10,1,0.048697,1,0.000000,0,0.036495,1,0,0,0,0,0.015873,1,1.000000
G005_termux-high-Agent,20260629T214200Z-claude-sonnet-4-6,claude-sonnet-4-6,10,1,44940,1,0,1,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,0,0.000000
