experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont
026_prims_mst-high-Agent,20260620T032707Z-gpt-5.5,gpt-5.5,10,11,77,1,0,6.623377,1,0.000000,0,2.974026,1,0,0,0,0,0.159259,1,1.000000
026_prims_mst-high-Agent,20260620T034758Z-gpt-5.4-mini,gpt-5.4-mini,10,11,77,1,0,3.688312,1,0.000000,0,2.194805,1,0,0,0,0,0.077778,1,0.000000
026_prims_mst-high-Agent,20260622T015901Z-gpt-5.4,gpt-5.4,10,11,77,1,0,14.857143,1,0.000000,0,12.038961,1,29,1,3,1,0.285214,1,0.000000
026_prims_mst-high-Agent,20260622T021501Z-claude-sonnet-4-6,claude-sonnet-4-6,10,11,77,1,0,10.870130,1,0.000000,0,3.506494,1,5,1,1,1,0.133018,1,0.000000
026_prims_mst-high-Agent,20260622T023617Z-claude-opus-4-8,claude-opus-4-8,10,3,77,1,0,5.805195,1,0.000000,0,5.454545,1,0,0,0,0,0.000000,0,0.111111
