experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin
033_huffman_coding-high-Agent,20260620T095846Z-gpt-5.5,gpt-5.5,10,11,97,1,0,5.484536,1,0.000000,0,2.938144,1,3,1,0,0,0.197222,1
033_huffman_coding-high-Agent,20260620T100950Z-gpt-5.4,gpt-5.4,10,11,97,1,0,10.824742,1,0.000000,0,7.835052,1,17,1,0,0,0.212990,1
033_huffman_coding-high-Agent,20260620T103542Z-claude-sonnet-4-6,claude-sonnet-4-6,10,7,97,1,0,2.247423,1,0.020619,1,1.309278,1,0,0,0,0,0.000000,0
033_huffman_coding-high-Agent,20260620T104735Z-claude-opus-4-8,claude-opus-4-8,10,3,97,1,0,2.587629,1,0.000000,0,2.402062,1,0,0,0,0,0.000000,0
033_huffman_coding-high-Agent,20260622T043634Z-gpt-5.4-mini,gpt-5.4-mini,10,11,97,1,0,7.206186,1,0.000000,0,4.185567,1,6,1,2,1,0.411111,1
