experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S0,S0_never_stopped,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont
G004_spring_boot-high-Agent,20260628T145302Z-gpt-5.5,gpt-5.5,10,11,864977,1,0,10,1,0.000483,1,0.000000,0,0.000236,1,0,0,0,0,0.000000,0,0.000000
G004_spring_boot-high-Agent,20260628T150458Z-gpt-5.4,gpt-5.4,10,11,864977,1,0,10,1,0.000794,1,0.000000,0,0.000358,1,1,1,0,0,0.003704,1,0.000000
G004_spring_boot-high-Agent,20260628T152902Z-gpt-5.4-mini,gpt-5.4-mini,10,11,864977,1,0,10,1,0.002416,1,0.000000,0,0.001178,1,0,0,0,0,0.068264,1,0.000000
G004_spring_boot-high-Agent,20260629T114201Z-claude-sonnet-4-6,claude-sonnet-4-6,10,11,864977,1,0,10,1,0.000268,1,0.000000,0,0.000109,1,0,0,0,0,0.000000,0,1.000000
G004_spring_boot-high-Agent,20260629T121212Z-claude-opus-4-8,claude-opus-4-8,10,4,864977,1,0,4,0,0.000074,1,0.000117,1,0.000209,1,0,0,0,0,0.000000,0,0.571429
