experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin
024_floyd_warshall-high-Agent,20260620T011702Z-gpt-5.5,gpt-5.5,10,1,39,1,0,0.000000,0,18.512821,1,13.410256,1,6,1,0,0,0.145503,1
024_floyd_warshall-high-Agent,20260620T012929Z-gpt-5.4,gpt-5.4,10,11,39,1,0,34.974359,1,0.000000,0,16.512821,1,10,1,0,0,0.090171,1
024_floyd_warshall-high-Agent,20260620T014628Z-gpt-5.4-mini,gpt-5.4-mini,10,11,39,1,0,26.769231,1,0.000000,0,8.358974,1,6,1,0,0,0.090531,1
024_floyd_warshall-high-Agent,20260620T015655Z-claude-sonnet-4-6,claude-sonnet-4-6,10,10,39,1,0,20.307692,1,0.000000,0,14.538462,1,0,0,0,0,0.009259,1
024_floyd_warshall-high-Agent,20260622T011616Z-claude-opus-4-8,claude-opus-4-8,10,3,39,1,0,9.051282,1,16.461538,1,25.358974,1,3,1,0,0,0.025641,1
