experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S0,S0_never_stopped,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont
G003_guava-high-Agent,20260628T130140Z-gpt-5.5,gpt-5.5,10,11,793074,1,0,10,1,0.000315,1,0.000000,0,0.000339,1,0,0,0,0,0.000000,0,1.000000
G003_guava-high-Agent,20260628T131735Z-gpt-5.4,gpt-5.4,10,2,793074,1,0,2,0,0.000547,1,0.005403,1,0.005856,1,0,0,0,0,0.000000,0,0.000000
G003_guava-high-Agent,20260628T140931Z-gpt-5.4-mini,gpt-5.4-mini,10,11,793074,1,0,10,1,0.002290,1,0.000000,0,0.000931,1,0,0,0,0,0.000000,0,0.000000
G003_guava-high-Agent,20260629T075008Z-claude-sonnet-4-6,claude-sonnet-4-6,10,5,793074,1,0,5,0,0.000296,1,0.000000,0,0.000140,1,0,0,0,0,0.000000,0,0.666667
G003_guava-high-Agent,20260630T024201Z-claude-opus-4-8,claude-opus-4-8,10,4,793074,1,0,4,0,0.000207,1,0.000000,0,0.000245,1,0,0,0,0,0.000000,0,0.142857
