experiment,stamp,model,num_turns,t0,L0,L0_ok,skipped_turns,S1,S1_bin,S2,S2_bin,S3,S3_bin,S4_cont,S4_bin,S5_cont,S5_bin,S6_cont,S6_bin,S7_cont
044_avl_tree_insertion-high-Agent,20260620T175647Z-claude-sonnet-4-6,claude-sonnet-4-6,10,11,117,1,0,4.170940,1,0.000000,0,1.452991,1,1,1,0,0,0.229630,1,1.000000
044_avl_tree_insertion-high-Agent,20260622T060458Z-claude-opus-4-8,claude-opus-4-8,10,3,117,1,0,4.119658,1,3.777778,1,9.752137,1,0,0,0,0,0.000000,0,0.200000
044_avl_tree_insertion-high-Agent,20260625T223504Z-gpt-5.5,gpt-5.5,10,11,117,1,0,6.948718,1,0.000000,0,7.239316,1,2,1,0,0,0.305556,1,0.000000
044_avl_tree_insertion-high-Agent,20260625T224745Z-gpt-5.4,gpt-5.4,10,11,117,1,0,9.358974,1,0.000000,0,5.555556,1,15,1,2,1,0.364449,1,1.000000
044_avl_tree_insertion-high-Agent,20260625T230005Z-gpt-5.4-mini,gpt-5.4-mini,10,11,117,1,0,4.564103,1,0.000000,0,2.521368,1,7,1,1,1,0.256746,1,0.000000
